,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
86,B1-REF,6,1,sortmerna,0.51:0.9:5:0.8:1.0,0.5013262599469496,0.0,0.3156498673740053,0.1830238726790451,"[1, 0, 0, 2, 6, 58, 121, 189]"
87,B1-REF,6,1,sortmerna,0.51:0.9:5:0.9:1.0,0.5013262599469496,0.0,0.3156498673740053,0.1830238726790451,"[1, 0, 0, 2, 6, 58, 121, 189]"
88,B1-REF,6,1,sortmerna,0.76:0.8:1:0.8:1.0,0.6923076923076923,0.0,0.0,0.3076923076923077,"[0, 0, 0, 2, 3, 27, 84, 261]"
89,B1-REF,6,1,sortmerna,0.76:0.8:1:0.9:1.0,0.6923076923076923,0.0,0.0,0.3076923076923077,"[0, 0, 0, 2, 3, 27, 84, 261]"
90,B1-REF,6,1,sortmerna,0.76:0.8:3:0.8:1.0,0.41909814323607425,0.0,0.5358090185676393,0.04509283819628647,"[0, 1, 0, 5, 8, 85, 120, 158]"
91,B1-REF,6,1,sortmerna,0.76:0.8:3:0.9:1.0,0.41909814323607425,0.0,0.5358090185676393,0.04509283819628647,"[0, 1, 0, 5, 8, 85, 120, 158]"
92,B1-REF,6,1,sortmerna,0.76:0.8:5:0.8:1.0,0.4323607427055703,0.0,0.47745358090185674,0.09018567639257294,"[0, 1, 0, 5, 8, 76, 124, 163]"
93,B1-REF,6,1,sortmerna,0.76:0.8:5:0.9:1.0,0.4323607427055703,0.0,0.47745358090185674,0.09018567639257294,"[0, 1, 0, 5, 8, 76, 124, 163]"
94,B1-REF,6,1,sortmerna,0.76:0.9:1:0.8:1.0,0.6923076923076923,0.0,0.002652519893899204,0.3050397877984085,"[1, 0, 0, 1, 3, 27, 84, 261]"
95,B1-REF,6,1,sortmerna,0.76:0.9:1:0.9:1.0,0.6923076923076923,0.0,0.002652519893899204,0.3050397877984085,"[1, 0, 0, 1, 3, 27, 84, 261]"
96,B1-REF,6,1,sortmerna,0.76:0.9:3:0.8:1.0,0.4323607427055703,0.0,0.5225464190981433,0.04509283819628647,"[1, 0, 0, 2, 6, 85, 120, 163]"
97,B1-REF,6,1,sortmerna,0.76:0.9:3:0.9:1.0,0.4323607427055703,0.0,0.5225464190981433,0.04509283819628647,"[1, 0, 0, 2, 6, 85, 120, 163]"
98,B1-REF,6,1,sortmerna,0.76:0.9:5:0.8:1.0,0.44562334217506633,0.0,0.46419098143236076,0.09018567639257294,"[1, 0, 0, 2, 6, 76, 124, 168]"
99,B1-REF,6,1,sortmerna,0.76:0.9:5:0.9:1.0,0.44562334217506633,0.0,0.46419098143236076,0.09018567639257294,"[1, 0, 0, 2, 6, 76, 124, 168]"
100,B1-REF,6,1,sortmerna,1.0:0.8:1:0.8:1.0,0.6923076923076923,0.0,0.0,0.3076923076923077,"[0, 0, 0, 2, 3, 27, 84, 261]"
101,B1-REF,6,1,sortmerna,1.0:0.8:1:0.9:1.0,0.6923076923076923,0.0,0.0,0.3076923076923077,"[0, 0, 0, 2, 3, 27, 84, 261]"
102,B1-REF,6,1,sortmerna,1.0:0.8:3:0.8:1.0,0.41909814323607425,0.0,0.5358090185676393,0.04509283819628647,"[0, 1, 0, 5, 8, 85, 120, 158]"
103,B1-REF,6,1,sortmerna,1.0:0.8:3:0.9:1.0,0.41909814323607425,0.0,0.5358090185676393,0.04509283819628647,"[0, 1, 0, 5, 8, 85, 120, 158]"
104,B1-REF,6,1,sortmerna,1.0:0.8:5:0.8:1.0,0.3952254641909814,0.0,0.5755968169761273,0.029177718832891247,"[0, 1, 0, 6, 8, 91, 122, 149]"
105,B1-REF,6,1,sortmerna,1.0:0.8:5:0.9:1.0,0.3952254641909814,0.0,0.5755968169761273,0.029177718832891247,"[0, 1, 0, 6, 8, 91, 122, 149]"
106,B1-REF,6,1,sortmerna,1.0:0.9:1:0.8:1.0,0.6923076923076923,0.0,0.002652519893899204,0.3050397877984085,"[1, 0, 0, 1, 3, 27, 84, 261]"
107,B1-REF,6,1,sortmerna,1.0:0.9:1:0.9:1.0,0.6923076923076923,0.0,0.002652519893899204,0.3050397877984085,"[1, 0, 0, 1, 3, 27, 84, 261]"
108,B1-REF,6,1,sortmerna,1.0:0.9:3:0.8:1.0,0.4323607427055703,0.0,0.5225464190981433,0.04509283819628647,"[1, 0, 0, 2, 6, 85, 120, 163]"
109,B1-REF,6,1,sortmerna,1.0:0.9:3:0.9:1.0,0.4323607427055703,0.0,0.5225464190981433,0.04509283819628647,"[1, 0, 0, 2, 6, 85, 120, 163]"
110,B1-REF,6,1,sortmerna,1.0:0.9:5:0.8:1.0,0.40848806366047746,0.0,0.5623342175066313,0.029177718832891247,"[1, 0, 0, 3, 6, 91, 122, 154]"
111,B1-REF,6,1,sortmerna,1.0:0.9:5:0.9:1.0,0.40848806366047746,0.0,0.5623342175066313,0.029177718832891247,"[1, 0, 0, 3, 6, 91, 122, 154]"
112,B1-REF,6,1,uclust,0.51:0.8:1,0.7055702917771883,0.0,0.0,0.29442970822281167,"[0, 0, 0, 0, 3, 36, 72, 266]"
