,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
559,B1-REF,3,2,sortmerna,1.0:0.8:5:0.8:1.0,0.13043478260869565,0.391304347826087,0.43478260869565216,0.043478260869565216,"[2, 5, 4, 12, 0, 0, 0, 0]"
560,B1-REF,3,2,sortmerna,1.0:0.8:5:0.9:1.0,0.13043478260869565,0.391304347826087,0.43478260869565216,0.043478260869565216,"[2, 5, 4, 12, 0, 0, 0, 0]"
561,B1-REF,3,2,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.2608695652173913,0.7391304347826086,0.0,"[17, 0, 0, 6, 0, 0, 0, 0]"
562,B1-REF,3,2,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.2608695652173913,0.7391304347826086,0.0,"[17, 0, 0, 6, 0, 0, 0, 0]"
563,B1-REF,3,2,sortmerna,1.0:0.9:3:0.8:1.0,0.043478260869565216,0.17391304347826086,0.782608695652174,0.0,"[17, 0, 1, 5, 0, 0, 0, 0]"
564,B1-REF,3,2,sortmerna,1.0:0.9:3:0.9:1.0,0.043478260869565216,0.17391304347826086,0.782608695652174,0.0,"[17, 0, 1, 5, 0, 0, 0, 0]"
565,B1-REF,3,2,sortmerna,1.0:0.9:5:0.8:1.0,0.043478260869565216,0.17391304347826086,0.782608695652174,0.0,"[17, 0, 1, 5, 0, 0, 0, 0]"
566,B1-REF,3,2,sortmerna,1.0:0.9:5:0.9:1.0,0.043478260869565216,0.17391304347826086,0.782608695652174,0.0,"[17, 0, 1, 5, 0, 0, 0, 0]"
567,B1-REF,3,2,uclust,0.51:0.8:1,0.0,0.782608695652174,0.08695652173913043,0.13043478260869565,"[2, 2, 1, 18, 0, 0, 0, 0]"
568,B1-REF,3,2,uclust,0.51:0.8:3,0.0,0.7391304347826086,0.13043478260869565,0.13043478260869565,"[2, 2, 2, 17, 0, 0, 0, 0]"
569,B1-REF,3,2,uclust,0.51:0.8:5,0.043478260869565216,0.6521739130434783,0.13043478260869565,0.17391304347826086,"[2, 2, 3, 16, 0, 0, 0, 0]"
570,B1-REF,3,2,uclust,0.51:0.9:1,0.0,0.21739130434782608,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
571,B1-REF,3,2,uclust,0.51:0.9:3,0.0,0.21739130434782608,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
572,B1-REF,3,2,uclust,0.51:0.9:5,0.0,0.21739130434782608,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
573,B1-REF,3,2,uclust,0.76:0.8:1,0.0,0.782608695652174,0.08695652173913043,0.13043478260869565,"[2, 2, 1, 18, 0, 0, 0, 0]"
574,B1-REF,3,2,uclust,0.76:0.8:3,0.13043478260869565,0.4782608695652174,0.30434782608695654,0.08695652173913043,"[2, 3, 4, 14, 0, 0, 0, 0]"
575,B1-REF,3,2,uclust,0.76:0.8:5,0.13043478260869565,0.5217391304347826,0.2608695652173913,0.08695652173913043,"[2, 3, 3, 15, 0, 0, 0, 0]"
576,B1-REF,3,2,uclust,0.76:0.9:1,0.0,0.21739130434782608,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
577,B1-REF,3,2,uclust,0.76:0.9:3,0.043478260869565216,0.17391304347826086,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
578,B1-REF,3,2,uclust,0.76:0.9:5,0.0,0.21739130434782608,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
579,B1-REF,3,2,uclust,1.0:0.8:1,0.0,0.782608695652174,0.08695652173913043,0.13043478260869565,"[2, 2, 1, 18, 0, 0, 0, 0]"
580,B1-REF,3,2,uclust,1.0:0.8:3,0.13043478260869565,0.4782608695652174,0.30434782608695654,0.08695652173913043,"[2, 3, 4, 14, 0, 0, 0, 0]"
581,B1-REF,3,2,uclust,1.0:0.8:5,0.2608695652173913,0.2608695652173913,0.391304347826087,0.08695652173913043,"[2, 4, 5, 12, 0, 0, 0, 0]"
582,B1-REF,3,2,uclust,1.0:0.9:1,0.0,0.21739130434782608,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
583,B1-REF,3,2,uclust,1.0:0.9:3,0.043478260869565216,0.17391304347826086,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
584,B1-REF,3,2,uclust,1.0:0.9:5,0.043478260869565216,0.17391304347826086,0.7391304347826086,0.043478260869565216,"[17, 0, 1, 5, 0, 0, 0, 0]"
585,B1-REF,4,0,rdp,0.0,0.0,0.6491228070175439,0.0,0.3508771929824561,"[0, 2, 7, 11, 37, 0, 0, 0]"
586,B1-REF,4,0,rdp,0.1,0.0,0.6491228070175439,0.017543859649122806,0.3333333333333333,"[0, 2, 7, 11, 37, 0, 0, 0]"
587,B1-REF,4,0,rdp,0.2,0.0,0.631578947368421,0.07017543859649122,0.2982456140350877,"[0, 2, 7, 12, 36, 0, 0, 0]"
588,B1-REF,4,0,rdp,0.3,0.03508771929824561,0.5964912280701754,0.08771929824561403,0.2807017543859649,"[0, 2, 8, 11, 36, 0, 0, 0]"
589,B1-REF,4,0,rdp,0.4,0.07017543859649122,0.543859649122807,0.14035087719298245,0.24561403508771928,"[0, 3, 8, 11, 35, 0, 0, 0]"
590,B1-REF,4,0,rdp,0.5,0.12280701754385964,0.43859649122807015,0.2982456140350877,0.14035087719298245,"[0, 3, 10, 12, 32, 0, 0, 0]"
591,B1-REF,4,0,rdp,0.6,0.19298245614035087,0.38596491228070173,0.3157894736842105,0.10526315789473684,"[0, 3, 10, 11, 33, 0, 0, 0]"
592,B1-REF,4,0,rdp,0.7,0.15789473684210525,0.2982456140350877,0.5087719298245614,0.03508771929824561,"[0, 7, 11, 13, 26, 0, 0, 0]"
593,B1-REF,4,0,rdp,0.8,0.17543859649122806,0.2631578947368421,0.5263157894736842,0.03508771929824561,"[0, 7, 13, 12, 25, 0, 0, 0]"
594,B1-REF,4,0,rdp,0.9,0.2631578947368421,0.10526315789473684,0.6140350877192983,0.017543859649122806,"[0, 15, 8, 13, 21, 0, 0, 0]"
595,B1-REF,4,0,rdp,1.0,0.14035087719298245,0.017543859649122806,0.8421052631578947,0.0,"[1, 29, 5, 13, 9, 0, 0, 0]"
596,B1-REF,4,0,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.5964912280701754,0.0,0.40350877192982454,"[0, 2, 7, 14, 34, 0, 0, 0]"
597,B1-REF,4,0,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.5964912280701754,0.0,0.40350877192982454,"[0, 2, 7, 14, 34, 0, 0, 0]"
598,B1-REF,4,0,sortmerna,0.51:0.8:3:0.8:1.0,0.05263157894736842,0.5614035087719298,0.07017543859649122,0.3157894736842105,"[0, 1, 6, 15, 35, 0, 0, 0]"
599,B1-REF,4,0,sortmerna,0.51:0.8:3:0.9:1.0,0.05263157894736842,0.5614035087719298,0.07017543859649122,0.3157894736842105,"[0, 1, 6, 15, 35, 0, 0, 0]"
600,B1-REF,4,0,sortmerna,0.51:0.8:5:0.8:1.0,0.08771929824561403,0.543859649122807,0.08771929824561403,0.2807017543859649,"[0, 2, 6, 13, 36, 0, 0, 0]"
601,B1-REF,4,0,sortmerna,0.51:0.8:5:0.9:1.0,0.08771929824561403,0.543859649122807,0.08771929824561403,0.2807017543859649,"[0, 2, 6, 13, 36, 0, 0, 0]"
602,B1-REF,4,0,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.38596491228070173,0.42105263157894735,0.19298245614035087,"[24, 0, 2, 9, 22, 0, 0, 0]"
603,B1-REF,4,0,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.38596491228070173,0.42105263157894735,0.19298245614035087,"[24, 0, 2, 9, 22, 0, 0, 0]"
604,B1-REF,4,0,sortmerna,0.51:0.9:3:0.8:1.0,0.03508771929824561,0.38596491228070173,0.43859649122807015,0.14035087719298245,"[24, 0, 2, 7, 24, 0, 0, 0]"
605,B1-REF,4,0,sortmerna,0.51:0.9:3:0.9:1.0,0.03508771929824561,0.38596491228070173,0.43859649122807015,0.14035087719298245,"[24, 0, 2, 7, 24, 0, 0, 0]"
606,B1-REF,4,0,sortmerna,0.51:0.9:5:0.8:1.0,0.05263157894736842,0.3684210526315789,0.43859649122807015,0.14035087719298245,"[24, 0, 2, 7, 24, 0, 0, 0]"
607,B1-REF,4,0,sortmerna,0.51:0.9:5:0.9:1.0,0.05263157894736842,0.3684210526315789,0.43859649122807015,0.14035087719298245,"[24, 0, 2, 7, 24, 0, 0, 0]"
608,B1-REF,4,0,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.5964912280701754,0.0,0.40350877192982454,"[0, 2, 7, 14, 34, 0, 0, 0]"
609,B1-REF,4,0,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.5964912280701754,0.0,0.40350877192982454,"[0, 2, 7, 14, 34, 0, 0, 0]"
610,B1-REF,4,0,sortmerna,0.76:0.8:3:0.8:1.0,0.15789473684210525,0.40350877192982454,0.2631578947368421,0.17543859649122806,"[0, 4, 8, 13, 32, 0, 0, 0]"
611,B1-REF,4,0,sortmerna,0.76:0.8:3:0.9:1.0,0.15789473684210525,0.40350877192982454,0.2631578947368421,0.17543859649122806,"[0, 4, 8, 13, 32, 0, 0, 0]"
612,B1-REF,4,0,sortmerna,0.76:0.8:5:0.8:1.0,0.15789473684210525,0.40350877192982454,0.17543859649122806,0.2631578947368421,"[0, 3, 7, 15, 32, 0, 0, 0]"
613,B1-REF,4,0,sortmerna,0.76:0.8:5:0.9:1.0,0.15789473684210525,0.40350877192982454,0.17543859649122806,0.2631578947368421,"[0, 3, 7, 15, 32, 0, 0, 0]"
614,B1-REF,4,0,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.38596491228070173,0.42105263157894735,0.19298245614035087,"[24, 0, 2, 9, 22, 0, 0, 0]"
615,B1-REF,4,0,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.38596491228070173,0.42105263157894735,0.19298245614035087,"[24, 0, 2, 9, 22, 0, 0, 0]"
616,B1-REF,4,0,sortmerna,0.76:0.9:3:0.8:1.0,0.08771929824561403,0.2982456140350877,0.5263157894736842,0.08771929824561403,"[24, 0, 3, 8, 22, 0, 0, 0]"
617,B1-REF,4,0,sortmerna,0.76:0.9:3:0.9:1.0,0.08771929824561403,0.2982456140350877,0.5263157894736842,0.08771929824561403,"[24, 0, 3, 8, 22, 0, 0, 0]"
618,B1-REF,4,0,sortmerna,0.76:0.9:5:0.8:1.0,0.08771929824561403,0.2982456140350877,0.47368421052631576,0.14035087719298245,"[24, 0, 3, 8, 22, 0, 0, 0]"
619,B1-REF,4,0,sortmerna,0.76:0.9:5:0.9:1.0,0.08771929824561403,0.2982456140350877,0.47368421052631576,0.14035087719298245,"[24, 0, 3, 8, 22, 0, 0, 0]"
620,B1-REF,4,0,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.5964912280701754,0.0,0.40350877192982454,"[0, 2, 7, 14, 34, 0, 0, 0]"
621,B1-REF,4,0,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.5964912280701754,0.0,0.40350877192982454,"[0, 2, 7, 14, 34, 0, 0, 0]"
622,B1-REF,4,0,sortmerna,1.0:0.8:3:0.8:1.0,0.15789473684210525,0.40350877192982454,0.2631578947368421,0.17543859649122806,"[0, 4, 8, 13, 32, 0, 0, 0]"
623,B1-REF,4,0,sortmerna,1.0:0.8:3:0.9:1.0,0.15789473684210525,0.40350877192982454,0.2631578947368421,0.17543859649122806,"[0, 4, 8, 13, 32, 0, 0, 0]"
624,B1-REF,4,0,sortmerna,1.0:0.8:5:0.8:1.0,0.22807017543859648,0.2982456140350877,0.3684210526315789,0.10526315789473684,"[0, 5, 8, 14, 30, 0, 0, 0]"
625,B1-REF,4,0,sortmerna,1.0:0.8:5:0.9:1.0,0.22807017543859648,0.2982456140350877,0.3684210526315789,0.10526315789473684,"[0, 5, 8, 14, 30, 0, 0, 0]"
626,B1-REF,4,0,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.38596491228070173,0.42105263157894735,0.19298245614035087,"[24, 0, 2, 9, 22, 0, 0, 0]"
627,B1-REF,4,0,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.38596491228070173,0.42105263157894735,0.19298245614035087,"[24, 0, 2, 9, 22, 0, 0, 0]"
628,B1-REF,4,0,sortmerna,1.0:0.9:3:0.8:1.0,0.08771929824561403,0.2982456140350877,0.5263157894736842,0.08771929824561403,"[24, 0, 3, 8, 22, 0, 0, 0]"
629,B1-REF,4,0,sortmerna,1.0:0.9:3:0.9:1.0,0.08771929824561403,0.2982456140350877,0.5263157894736842,0.08771929824561403,"[24, 0, 3, 8, 22, 0, 0, 0]"
630,B1-REF,4,0,sortmerna,1.0:0.9:5:0.8:1.0,0.14035087719298245,0.24561403508771928,0.543859649122807,0.07017543859649122,"[24, 0, 3, 8, 22, 0, 0, 0]"
631,B1-REF,4,0,sortmerna,1.0:0.9:5:0.9:1.0,0.14035087719298245,0.24561403508771928,0.543859649122807,0.07017543859649122,"[24, 0, 3, 8, 22, 0, 0, 0]"
632,B1-REF,4,0,uclust,0.51:0.8:1,0.0,0.6666666666666666,0.017543859649122806,0.3157894736842105,"[1, 2, 6, 10, 38, 0, 0, 0]"
633,B1-REF,4,0,uclust,0.51:0.8:3,0.017543859649122806,0.5789473684210527,0.05263157894736842,0.3508771929824561,"[1, 1, 6, 15, 34, 0, 0, 0]"
634,B1-REF,4,0,uclust,0.51:0.8:5,0.07017543859649122,0.5614035087719298,0.10526315789473684,0.2631578947368421,"[1, 1, 5, 14, 36, 0, 0, 0]"
635,B1-REF,4,0,uclust,0.51:0.9:1,0.0,0.42105263157894735,0.43859649122807015,0.14035087719298245,"[25, 0, 2, 6, 24, 0, 0, 0]"
636,B1-REF,4,0,uclust,0.51:0.9:3,0.017543859649122806,0.40350877192982454,0.43859649122807015,0.14035087719298245,"[25, 0, 1, 7, 24, 0, 0, 0]"
637,B1-REF,4,0,uclust,0.51:0.9:5,0.017543859649122806,0.38596491228070173,0.45614035087719296,0.14035087719298245,"[25, 0, 1, 8, 23, 0, 0, 0]"
638,B1-REF,4,0,uclust,0.76:0.8:1,0.0,0.6666666666666666,0.017543859649122806,0.3157894736842105,"[1, 2, 6, 10, 38, 0, 0, 0]"
639,B1-REF,4,0,uclust,0.76:0.8:3,0.21052631578947367,0.3333333333333333,0.2631578947368421,0.19298245614035087,"[1, 2, 8, 15, 31, 0, 0, 0]"
640,B1-REF,4,0,uclust,0.76:0.8:5,0.14035087719298245,0.42105263157894735,0.24561403508771928,0.19298245614035087,"[1, 3, 7, 14, 32, 0, 0, 0]"
641,B1-REF,4,0,uclust,0.76:0.9:1,0.0,0.42105263157894735,0.43859649122807015,0.14035087719298245,"[25, 0, 2, 6, 24, 0, 0, 0]"
642,B1-REF,4,0,uclust,0.76:0.9:3,0.10526315789473684,0.2631578947368421,0.5614035087719298,0.07017543859649122,"[25, 0, 2, 9, 21, 0, 0, 0]"
643,B1-REF,4,0,uclust,0.76:0.9:5,0.10526315789473684,0.2807017543859649,0.5263157894736842,0.08771929824561403,"[25, 0, 1, 9, 22, 0, 0, 0]"
644,B1-REF,4,0,uclust,1.0:0.8:1,0.0,0.6666666666666666,0.017543859649122806,0.3157894736842105,"[1, 2, 6, 10, 38, 0, 0, 0]"
645,B1-REF,4,0,uclust,1.0:0.8:3,0.21052631578947367,0.3333333333333333,0.2631578947368421,0.19298245614035087,"[1, 2, 8, 15, 31, 0, 0, 0]"
646,B1-REF,4,0,uclust,1.0:0.8:5,0.17543859649122806,0.22807017543859648,0.45614035087719296,0.14035087719298245,"[1, 5, 10, 18, 23, 0, 0, 0]"
647,B1-REF,4,0,uclust,1.0:0.9:1,0.0,0.42105263157894735,0.43859649122807015,0.14035087719298245,"[25, 0, 2, 6, 24, 0, 0, 0]"
648,B1-REF,4,0,uclust,1.0:0.9:3,0.10526315789473684,0.2631578947368421,0.5614035087719298,0.07017543859649122,"[25, 0, 2, 9, 21, 0, 0, 0]"
649,B1-REF,4,0,uclust,1.0:0.9:5,0.14035087719298245,0.17543859649122806,0.6140350877192983,0.07017543859649122,"[25, 1, 2, 11, 18, 0, 0, 0]"
650,B1-REF,4,1,rdp,0.0,0.0,0.5964912280701754,0.0,0.40350877192982454,"[0, 2, 6, 15, 34, 0, 0, 0]"
651,B1-REF,4,1,rdp,0.1,0.0,0.5964912280701754,0.017543859649122806,0.38596491228070173,"[0, 2, 6, 15, 34, 0, 0, 0]"
652,B1-REF,4,1,rdp,0.2,0.03508771929824561,0.5614035087719298,0.05263157894736842,0.3508771929824561,"[0, 2, 6, 15, 34, 0, 0, 0]"
653,B1-REF,4,1,rdp,0.3,0.05263157894736842,0.543859649122807,0.14035087719298245,0.2631578947368421,"[0, 2, 6, 15, 34, 0, 0, 0]"
654,B1-REF,4,1,rdp,0.4,0.12280701754385964,0.45614035087719296,0.17543859649122806,0.24561403508771928,"[0, 3, 6, 15, 33, 0, 0, 0]"
655,B1-REF,4,1,rdp,0.5,0.21052631578947367,0.3333333333333333,0.2982456140350877,0.15789473684210525,"[0, 3, 7, 16, 31, 0, 0, 0]"
656,B1-REF,4,1,rdp,0.6,0.2807017543859649,0.21052631578947367,0.42105263157894735,0.08771929824561403,"[0, 3, 7, 19, 28, 0, 0, 0]"
657,B1-REF,4,1,rdp,0.7,0.3333333333333333,0.14035087719298245,0.43859649122807015,0.08771929824561403,"[0, 6, 7, 17, 27, 0, 0, 0]"
658,B1-REF,4,1,rdp,0.8,0.24561403508771928,0.08771929824561403,0.5964912280701754,0.07017543859649122,"[0, 12, 10, 16, 19, 0, 0, 0]"
659,B1-REF,4,1,rdp,0.9,0.21052631578947367,0.017543859649122806,0.7192982456140351,0.05263157894736842,"[0, 15, 11, 18, 13, 0, 0, 0]"
660,B1-REF,4,1,rdp,1.0,0.17543859649122806,0.0,0.8245614035087719,0.0,"[2, 29, 8, 8, 10, 0, 0, 0]"
661,B1-REF,4,1,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.6491228070175439,0.017543859649122806,0.3333333333333333,"[1, 0, 5, 14, 37, 0, 0, 0]"
662,B1-REF,4,1,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.6491228070175439,0.017543859649122806,0.3333333333333333,"[1, 0, 5, 14, 37, 0, 0, 0]"
663,B1-REF,4,1,sortmerna,0.51:0.8:3:0.8:1.0,0.07017543859649122,0.543859649122807,0.10526315789473684,0.2807017543859649,"[1, 0, 6, 15, 35, 0, 0, 0]"
664,B1-REF,4,1,sortmerna,0.51:0.8:3:0.9:1.0,0.07017543859649122,0.543859649122807,0.10526315789473684,0.2807017543859649,"[1, 0, 6, 15, 35, 0, 0, 0]"
665,B1-REF,4,1,sortmerna,0.51:0.8:5:0.8:1.0,0.10526315789473684,0.5087719298245614,0.15789473684210525,0.22807017543859648,"[1, 1, 6, 14, 35, 0, 0, 0]"
666,B1-REF,4,1,sortmerna,0.51:0.8:5:0.9:1.0,0.10526315789473684,0.5087719298245614,0.15789473684210525,0.22807017543859648,"[1, 1, 6, 14, 35, 0, 0, 0]"
667,B1-REF,4,1,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.38596491228070173,0.49122807017543857,0.12280701754385964,"[28, 0, 0, 7, 22, 0, 0, 0]"
668,B1-REF,4,1,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.38596491228070173,0.49122807017543857,0.12280701754385964,"[28, 0, 0, 7, 22, 0, 0, 0]"
669,B1-REF,4,1,sortmerna,0.51:0.9:3:0.8:1.0,0.05263157894736842,0.3157894736842105,0.5263157894736842,0.10526315789473684,"[28, 0, 0, 8, 21, 0, 0, 0]"
670,B1-REF,4,1,sortmerna,0.51:0.9:3:0.9:1.0,0.05263157894736842,0.3157894736842105,0.5263157894736842,0.10526315789473684,"[28, 0, 0, 8, 21, 0, 0, 0]"
671,B1-REF,4,1,sortmerna,0.51:0.9:5:0.8:1.0,0.08771929824561403,0.2982456140350877,0.5263157894736842,0.08771929824561403,"[28, 0, 0, 7, 22, 0, 0, 0]"
672,B1-REF,4,1,sortmerna,0.51:0.9:5:0.9:1.0,0.08771929824561403,0.2982456140350877,0.5263157894736842,0.08771929824561403,"[28, 0, 0, 7, 22, 0, 0, 0]"
673,B1-REF,4,1,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.6491228070175439,0.017543859649122806,0.3333333333333333,"[1, 0, 5, 14, 37, 0, 0, 0]"
674,B1-REF,4,1,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.6491228070175439,0.017543859649122806,0.3333333333333333,"[1, 0, 5, 14, 37, 0, 0, 0]"
675,B1-REF,4,1,sortmerna,0.76:0.8:3:0.8:1.0,0.21052631578947367,0.3333333333333333,0.3157894736842105,0.14035087719298245,"[1, 2, 7, 16, 31, 0, 0, 0]"
676,B1-REF,4,1,sortmerna,0.76:0.8:3:0.9:1.0,0.21052631578947367,0.3333333333333333,0.3157894736842105,0.14035087719298245,"[1, 2, 7, 16, 31, 0, 0, 0]"
677,B1-REF,4,1,sortmerna,0.76:0.8:5:0.8:1.0,0.17543859649122806,0.3508771929824561,0.3157894736842105,0.15789473684210525,"[1, 2, 8, 16, 30, 0, 0, 0]"
678,B1-REF,4,1,sortmerna,0.76:0.8:5:0.9:1.0,0.17543859649122806,0.3508771929824561,0.3157894736842105,0.15789473684210525,"[1, 2, 8, 16, 30, 0, 0, 0]"
679,B1-REF,4,1,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.38596491228070173,0.49122807017543857,0.12280701754385964,"[28, 0, 0, 7, 22, 0, 0, 0]"
680,B1-REF,4,1,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.38596491228070173,0.49122807017543857,0.12280701754385964,"[28, 0, 0, 7, 22, 0, 0, 0]"
681,B1-REF,4,1,sortmerna,0.76:0.9:3:0.8:1.0,0.14035087719298245,0.21052631578947367,0.5789473684210527,0.07017543859649122,"[28, 0, 1, 8, 20, 0, 0, 0]"
682,B1-REF,4,1,sortmerna,0.76:0.9:3:0.9:1.0,0.14035087719298245,0.21052631578947367,0.5789473684210527,0.07017543859649122,"[28, 0, 1, 8, 20, 0, 0, 0]"
683,B1-REF,4,1,sortmerna,0.76:0.9:5:0.8:1.0,0.10526315789473684,0.24561403508771928,0.5789473684210527,0.07017543859649122,"[28, 0, 1, 8, 20, 0, 0, 0]"
684,B1-REF,4,1,sortmerna,0.76:0.9:5:0.9:1.0,0.10526315789473684,0.24561403508771928,0.5789473684210527,0.07017543859649122,"[28, 0, 1, 8, 20, 0, 0, 0]"
685,B1-REF,4,1,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.6491228070175439,0.017543859649122806,0.3333333333333333,"[1, 0, 5, 14, 37, 0, 0, 0]"
686,B1-REF,4,1,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.6491228070175439,0.017543859649122806,0.3333333333333333,"[1, 0, 5, 14, 37, 0, 0, 0]"
687,B1-REF,4,1,sortmerna,1.0:0.8:3:0.8:1.0,0.21052631578947367,0.3333333333333333,0.3157894736842105,0.14035087719298245,"[1, 2, 7, 16, 31, 0, 0, 0]"
688,B1-REF,4,1,sortmerna,1.0:0.8:3:0.9:1.0,0.21052631578947367,0.3333333333333333,0.3157894736842105,0.14035087719298245,"[1, 2, 7, 16, 31, 0, 0, 0]"
689,B1-REF,4,1,sortmerna,1.0:0.8:5:0.8:1.0,0.21052631578947367,0.2631578947368421,0.45614035087719296,0.07017543859649122,"[1, 4, 9, 16, 27, 0, 0, 0]"
690,B1-REF,4,1,sortmerna,1.0:0.8:5:0.9:1.0,0.21052631578947367,0.2631578947368421,0.45614035087719296,0.07017543859649122,"[1, 4, 9, 16, 27, 0, 0, 0]"
691,B1-REF,4,1,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.38596491228070173,0.49122807017543857,0.12280701754385964,"[28, 0, 0, 7, 22, 0, 0, 0]"
692,B1-REF,4,1,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.38596491228070173,0.49122807017543857,0.12280701754385964,"[28, 0, 0, 7, 22, 0, 0, 0]"
693,B1-REF,4,1,sortmerna,1.0:0.9:3:0.8:1.0,0.14035087719298245,0.21052631578947367,0.5789473684210527,0.07017543859649122,"[28, 0, 1, 8, 20, 0, 0, 0]"
694,B1-REF,4,1,sortmerna,1.0:0.9:3:0.9:1.0,0.14035087719298245,0.21052631578947367,0.5789473684210527,0.07017543859649122,"[28, 0, 1, 8, 20, 0, 0, 0]"
695,B1-REF,4,1,sortmerna,1.0:0.9:5:0.8:1.0,0.17543859649122806,0.17543859649122806,0.5964912280701754,0.05263157894736842,"[28, 0, 1, 8, 20, 0, 0, 0]"
696,B1-REF,4,1,sortmerna,1.0:0.9:5:0.9:1.0,0.17543859649122806,0.17543859649122806,0.5964912280701754,0.05263157894736842,"[28, 0, 1, 8, 20, 0, 0, 0]"
697,B1-REF,4,1,uclust,0.51:0.8:1,0.0,0.6666666666666666,0.03508771929824561,0.2982456140350877,"[2, 0, 5, 12, 38, 0, 0, 0]"
698,B1-REF,4,1,uclust,0.51:0.8:3,0.05263157894736842,0.6491228070175439,0.07017543859649122,0.22807017543859648,"[2, 0, 5, 10, 40, 0, 0, 0]"
699,B1-REF,4,1,uclust,0.51:0.8:5,0.07017543859649122,0.5964912280701754,0.07017543859649122,0.2631578947368421,"[2, 1, 5, 11, 38, 0, 0, 0]"
700,B1-REF,4,1,uclust,0.51:0.9:1,0.0,0.40350877192982454,0.5087719298245614,0.08771929824561403,"[29, 0, 0, 5, 23, 0, 0, 0]"
701,B1-REF,4,1,uclust,0.51:0.9:3,0.10526315789473684,0.3157894736842105,0.5087719298245614,0.07017543859649122,"[29, 0, 0, 4, 24, 0, 0, 0]"
702,B1-REF,4,1,uclust,0.51:0.9:5,0.10526315789473684,0.2982456140350877,0.5087719298245614,0.08771929824561403,"[29, 0, 0, 5, 23, 0, 0, 0]"
703,B1-REF,4,1,uclust,0.76:0.8:1,0.0,0.6666666666666666,0.03508771929824561,0.2982456140350877,"[2, 0, 5, 12, 38, 0, 0, 0]"
704,B1-REF,4,1,uclust,0.76:0.8:3,0.3157894736842105,0.2807017543859649,0.2982456140350877,0.10526315789473684,"[2, 2, 6, 13, 34, 0, 0, 0]"
705,B1-REF,4,1,uclust,0.76:0.8:5,0.24561403508771928,0.3333333333333333,0.3157894736842105,0.10526315789473684,"[2, 1, 8, 13, 33, 0, 0, 0]"
706,B1-REF,4,1,uclust,0.76:0.9:1,0.0,0.40350877192982454,0.5087719298245614,0.08771929824561403,"[29, 0, 0, 5, 23, 0, 0, 0]"
707,B1-REF,4,1,uclust,0.76:0.9:3,0.22807017543859648,0.14035087719298245,0.5789473684210527,0.05263157894736842,"[29, 0, 1, 6, 21, 0, 0, 0]"
708,B1-REF,4,1,uclust,0.76:0.9:5,0.19298245614035087,0.17543859649122806,0.5789473684210527,0.05263157894736842,"[29, 0, 1, 6, 21, 0, 0, 0]"
709,B1-REF,4,1,uclust,1.0:0.8:1,0.0,0.6666666666666666,0.03508771929824561,0.2982456140350877,"[2, 0, 5, 12, 38, 0, 0, 0]"
710,B1-REF,4,1,uclust,1.0:0.8:3,0.3157894736842105,0.2807017543859649,0.2982456140350877,0.10526315789473684,"[2, 2, 6, 13, 34, 0, 0, 0]"
711,B1-REF,4,1,uclust,1.0:0.8:5,0.3157894736842105,0.17543859649122806,0.42105263157894735,0.08771929824561403,"[2, 3, 8, 16, 28, 0, 0, 0]"
